Year	State	Industry Sector Category	Residential	Commercial	Industrial	Transportation	Other	Total
2003	MD	Energy-Only Providers	4.74	4.21	4.67	4.62	\N	4.55
2003	ME	Energy-Only Providers	5.01	5.33	4.49	0	\N	4.98
2003	MI	Energy-Only Providers	0	5.18	4.43	0	\N	4.5
2003	MT	Energy-Only Providers	2.3	3.66	3.48	0	\N	3.51
2003	NH	Energy-Only Providers	0	4.95	4.52	0	\N	4.55
2003	NJ	Energy-Only Providers	5.9	5.35	5.14	0	\N	5.27
2003	NY	Energy-Only Providers	7.98	8.22	3.99	6.93	\N	7.02
2003	OH	Energy-Only Providers	4.48	4.28	3.01	0	\N	3.89
2003	PA	Energy-Only Providers	5.97	5.45	4.51	6.84	\N	5.37
2003	RI	Energy-Only Providers	0	4.89	4.81	0	\N	4.86
2003	VA	Energy-Only Providers	5.5	0	0	0	\N	5.5
2003	WA	Energy-Only Providers	0	8.47	8.47	0	\N	8.47
2003	US	Energy-Only Providers	5.43	6.02	4.47	6.16	\N	5.3
2003	CA	Delivery-Only Service	5.43	3.9	2.72	0.47	\N	3.33
2003	CT	Delivery-Only Service	5.19	4.66	3.11	0	\N	4.53
2003	DC	Delivery-Only Service	2.6	2.99	1.1	2.56	\N	2.88
2003	DE	Delivery-Only Service	0	0.64	0.21	0	\N	0.21
2003	IL	Delivery-Only Service	0	2.3	1.44	0	\N	1.73
2003	MA	Delivery-Only Service	7.72	4.4	3.35	0	\N	4.22
2003	MD	Delivery-Only Service	3.13	2.11	1.61	1.26	\N	1.85
2003	ME	Delivery-Only Service	7.43	5.04	2.34	0	\N	5.16
2003	MI	Delivery-Only Service	0	0.78	0.48	0	\N	0.51
2003	MT	Delivery-Only Service	2.65	1.81	0.3	0	\N	0.55
2003	NH	Delivery-Only Service	0	2.4	2.44	0	\N	2.44
2003	NJ	Delivery-Only Service	4.58	3.47	3.36	0	\N	3.48
2003	NY	Delivery-Only Service	6.82	4.3	1.69	2.37	\N	3.65
2003	OH	Delivery-Only Service	5.83	4.69	2.64	0	\N	4.28
2003	PA	Delivery-Only Service	5.5	2.78	1.18	2.58	\N	2.95
2003	RI	Delivery-Only Service	0	4.47	3.21	0	\N	3.92
2003	VA	Delivery-Only Service	4.35	0	0	0	\N	4.35
2003	WA	Delivery-Only Service	0	1.01	0.56	0	\N	0.57
2003	US	Delivery-Only Service	6.11	3.8	1.8	2.07	\N	3.13
2002	AK	Total Electric Industry	12.05	10.13	7.65	\N	14.04	10.46
2002	AL	Total Electric Industry	7.12	6.63	3.82	\N	7.46	5.71
2002	AR	Total Electric Industry	7.25	5.68	4.01	\N	6.52	5.61
2002	AZ	Total Electric Industry	8.27	7.28	5.2	\N	4.56	7.21
2002	CA	Total Electric Industry	12.64	13.36	9.81	\N	6.6	12.19
2002	CO	Total Electric Industry	7.37	5.67	4.52	\N	6.64	6
2002	CT	Total Electric Industry	10.96	9.32	7.68	\N	10.35	9.71
2002	DC	Total Electric Industry	7.98	7.32	4.95	\N	6.59	7.34
2002	DE	Total Electric Industry	8.7	7.15	4.85	\N	14.13	6.91
2002	FL	Total Electric Industry	8.16	6.64	5.23	\N	7.43	7.31
2002	GA	Total Electric Industry	7.63	6.46	3.95	\N	8.31	6.24
2002	HI	Total Electric Industry	15.63	14.11	11.02	\N	16.85	13.39
2002	IA	Total Electric Industry	8.35	6.56	4.06	\N	4.92	6.01
2002	ID	Total Electric Industry	6.59	5.71	4.34	\N	5.18	5.58
2002	IL	Total Electric Industry	8.39	7.52	4.89	\N	5.88	6.94
2002	IN	Total Electric Industry	6.91	5.98	3.95	\N	9.75	5.34
2002	KS	Total Electric Industry	7.67	6.28	4.53	\N	9.3	6.31
2002	KY	Total Electric Industry	5.65	5.3	3.09	\N	4.61	4.26
2002	LA	Total Electric Industry	7.1	6.64	4.42	\N	7.05	5.99
2002	MA	Total Electric Industry	10.93	10.02	8.34	\N	13.11	10.06
2002	MD	Total Electric Industry	7.74	6.31	4.01	\N	9.42	6.18
2002	ME	Total Electric Industry	12.74	10.68	7.05	\N	23.39	10.35
2002	MI	Total Electric Industry	8.28	7.79	5.02	\N	10.43	7.09
2002	MN	Total Electric Industry	7.49	5.88	4.07	\N	7.36	5.8
2002	MO	Total Electric Industry	7.06	5.88	4.42	\N	6.2	6.09
2002	MS	Total Electric Industry	7.28	6.83	4.4	\N	8.76	6.24
2002	MT	Total Electric Industry	7.23	6.28	3.71	\N	7.04	5.7
2002	NC	Total Electric Industry	8.19	6.51	4.7	\N	6.7	6.74
2002	ND	Total Electric Industry	6.39	5.85	3.98	\N	3.68	5.45
2002	NE	Total Electric Industry	6.73	5.62	3.89	\N	6.37	5.55
2002	NH	Total Electric Industry	11.89	10.06	9.09	\N	12.84	10.6
2002	NJ	Total Electric Industry	10.38	8.9	7.72	\N	14.81	9.3
2002	NM	Total Electric Industry	8.5	7.22	4.48	\N	6.23	6.73
2002	NV	Total Electric Industry	9.43	9.06	7.25	\N	6.54	8.42
2002	NY	Total Electric Industry	13.55	12.33	5.18	\N	8.68	11.16
2002	OH	Total Electric Industry	8.24	7.81	4.87	\N	5.42	6.77
2002	OK	Total Electric Industry	6.73	5.75	3.81	\N	5.06	5.59
2002	OR	Total Electric Industry	7.12	6.59	4.72	\N	9.44	6.32
2002	PA	Total Electric Industry	9.74	8.5	5.83	\N	11.59	8.06
2002	RI	Total Electric Industry	10.2	8.65	7.96	\N	16.46	9.2
2002	SC	Total Electric Industry	7.72	6.48	3.85	\N	6.44	5.83
2002	SD	Total Electric Industry	7.4	6.24	4.54	\N	3.63	6.26
2002	TN	Total Electric Industry	6.41	6.45	4.15	\N	8.92	5.72
2002	TX	Total Electric Industry	8.05	6.95	4.66	\N	6.55	6.62
2002	UT	Total Electric Industry	6.79	5.6	3.84	\N	4.69	5.39
2002	VA	Total Electric Industry	7.79	5.87	4.13	\N	5.14	6.23
2002	VT	Total Electric Industry	12.78	11.1	7.9	\N	19.26	10.87
2002	WA	Total Electric Industry	6.29	6.11	4.88	\N	4.94	5.88
2002	WI	Total Electric Industry	8.18	6.54	4.43	\N	8.08	6.28
2002	WV	Total Electric Industry	6.23	5.41	3.81	\N	10.01	5.11
2002	WY	Total Electric Industry	6.97	5.71	3.55	\N	5.93	4.68
2002	US	Total Electric Industry	8.44	7.89	4.88	\N	6.75	7.2
2002	AK	Full-Service Providers	12.05	10.13	7.65	\N	14.04	10.46
2002	AL	Full-Service Providers	7.12	6.63	3.82	\N	7.46	5.71
2002	AR	Full-Service Providers	7.25	5.68	4.01	\N	6.52	5.61
2002	AZ	Full-Service Providers	8.27	7.28	5.2	\N	4.56	7.21
2002	CA	Full-Service Providers	12.63	13.84	10.23	\N	6.53	12.52
2002	CO	Full-Service Providers	7.37	5.67	4.52	\N	6.64	6
2002	CT	Full-Service Providers	10.96	9.32	7.69	\N	10.34	9.72
2002	DC	Full-Service Providers	7.98	7.51	4.95	\N	4.88	7.47
2002	DE	Full-Service Providers	8.7	7.17	5.2	\N	14.13	7.23
2002	FL	Full-Service Providers	8.16	6.64	5.23	\N	7.43	7.31
2002	GA	Full-Service Providers	7.63	6.46	3.95	\N	8.31	6.24
2002	HI	Full-Service Providers	15.63	14.11	11.02	\N	16.85	13.39
2002	IA	Full-Service Providers	8.35	6.56	4.06	\N	4.92	6.01
2002	ID	Full-Service Providers	6.59	5.71	4.34	\N	5.18	5.58
2002	IL	Full-Service Providers	8.39	7.41	4.75	\N	5.76	7.01
2002	IN	Full-Service Providers	6.91	5.98	3.95	\N	9.75	5.34
2002	KS	Full-Service Providers	7.67	6.28	4.53	\N	9.3	6.31
2002	KY	Full-Service Providers	5.65	5.3	3.09	\N	4.61	4.26
2002	LA	Full-Service Providers	7.1	6.64	4.42	\N	7.05	5.99
2002	MA	Full-Service Providers	10.89	10.21	8.58	\N	12.46	10.26
2002	MD	Full-Service Providers	7.73	6.36	3.49	\N	10.34	6.18
2002	ME	Full-Service Providers	12.95	12.58	6.68	\N	12.19	10.06
2002	MI	Full-Service Providers	8.28	7.91	5.04	\N	10.43	7.15
2002	MN	Full-Service Providers	7.49	5.88	4.07	\N	7.36	5.8
2002	MO	Full-Service Providers	7.06	5.88	4.42	\N	6.2	6.09
2002	MS	Full-Service Providers	7.28	6.83	4.4	\N	8.76	6.24
2002	MT	Full-Service Providers	7.23	6.47	3.87	\N	7.06	6.16
2002	NC	Full-Service Providers	8.19	6.51	4.7	\N	6.7	6.74
2002	ND	Full-Service Providers	6.39	5.85	3.98	\N	3.68	5.45
2002	NE	Full-Service Providers	6.73	5.62	3.89	\N	6.37	5.55
2002	NH	Full-Service Providers	11.88	10.05	9.11	\N	12.85	10.6
2002	NJ	Full-Service Providers	10.38	8.92	7.68	\N	14.81	9.32
2002	NM	Full-Service Providers	8.5	7.22	4.48	\N	6.23	6.73
2002	NV	Full-Service Providers	9.43	9.06	7.25	\N	6.54	8.42
2002	NY	Full-Service Providers	13.46	12.05	4.63	\N	8.46	10.89
2002	OH	Full-Service Providers	7.98	7.72	4.73	\N	5.42	6.62
2002	OK	Full-Service Providers	6.73	5.75	3.81	\N	5.06	5.59
2002	OR	Full-Service Providers	7.12	6.59	4.72	\N	9.44	6.32
2002	PA	Full-Service Providers	9.57	8.51	5.84	\N	11.33	7.98
2002	RI	Full-Service Providers	10.21	8.69	7.83	\N	14.94	9.22
2002	SC	Full-Service Providers	7.72	6.48	3.85	\N	6.44	5.83
2002	SD	Full-Service Providers	7.4	6.24	4.54	\N	3.63	6.26
2002	TN	Full-Service Providers	6.41	6.45	4.15	\N	8.92	5.72
2002	TX	Full-Service Providers	8.05	6.95	4.66	\N	6.55	6.62
2002	UT	Full-Service Providers	6.79	5.6	3.84	\N	4.69	5.39
2002	VA	Full-Service Providers	7.79	5.87	4.13	\N	5.14	6.22
2002	VT	Full-Service Providers	12.78	11.1	7.9	\N	19.26	10.87
2002	WA	Full-Service Providers	6.29	6.11	4.23	\N	4.94	5.77
2002	WI	Full-Service Providers	8.18	6.54	4.43	\N	8.08	6.28
2002	WV	Full-Service Providers	6.23	5.41	3.81	\N	10.01	5.11
2002	WY	Full-Service Providers	6.97	5.71	3.55	\N	5.93	4.68
2002	US	Full-Service Providers	8.4	7.77	4.78	\N	6.65	7.13
2002	CA	Unregulated Service Providers	13.92	9.58	8.35	\N	22.89	9.09
2002	CT	Unregulated Service Providers	10.45	9.26	7.14	\N	17.73	9.08
2002	DC	Unregulated Service Providers	7.9	7.19	0	\N	7.16	7.2
2002	DE	Unregulated Service Providers	0	4.85	3.9	\N	0	3.93
2002	IL	Unregulated Service Providers	0	8.26	5.29	\N	7.05	6.38
2002	MA	Unregulated Service Providers	13.86	9.51	7.74	\N	17.2	9.18
2002	MD	Unregulated Service Providers	7.94	6.07	5.87	\N	7.77	6.19
2002	ME	Unregulated Service Providers	12.73	10.49	7.1	\N	25.77	10.38
2002	MI	Unregulated Service Providers	0	6.3	4.7	\N	0	5.64
2002	MT	Unregulated Service Providers	6.04	4.99	3.51	\N	6.01	3.83
2002	NH	Unregulated Service Providers	13	11.72	8.52	\N	12.61	10.48
2002	NJ	Unregulated Service Providers	10.39	7.81	8.29	\N	0	8.16
2002	NY	Unregulated Service Providers	15.11	13.13	8.7	\N	10.69	12.56
2002	OH	Unregulated Service Providers	10.56	8.33	5.64	\N	4.75	7.73
2002	PA	Unregulated Service Providers	12.06	8.41	5.72	\N	16.54	9.03
2002	RI	Unregulated Service Providers	9.46	8.45	8.3	\N	16.71	9.04
2002	VA	Unregulated Service Providers	8.72	6.75	5.55	\N	5.68	7.31
2002	WA	Unregulated Service Providers	0	0	13.6	\N	0	13.6
2002	US	Unregulated Service Providers	12	9.61	6.61	\N	9.69	8.77
2002	CA	Energy-Only Providers	8.12	6	6.18	\N	17.16	6.14
2002	CT	Energy-Only Providers	5.23	4.72	4.1	\N	4.76	4.73
2002	DC	Energy-Only Providers	5.27	4.25	0	\N	4.71	4.3
2002	DE	Energy-Only Providers	0	3.97	3.57	\N	0	3.58
2002	IL	Energy-Only Providers	0	5.69	3.67	\N	3.97	4.37
2002	MA	Energy-Only Providers	6.34	5.35	4.51	\N	4.55	5.12
2002	MD	Energy-Only Providers	4.77	4.27	4.51	\N	4.59	4.44
2002	ME	Energy-Only Providers	5.02	5.61	5.01	\N	3.9	5.21
2002	MI	Energy-Only Providers	0	5.56	4.41	\N	0	5.09
2002	MT	Energy-Only Providers	3.07	3.15	3.28	\N	3.27	3.26
2002	NH	Energy-Only Providers	10.23	8.95	5.72	\N	9.84	7.7
2002	NJ	Energy-Only Providers	6.13	4.35	5.08	\N	0	4.79
2002	NY	Energy-Only Providers	7.25	7.93	5.62	\N	4.06	7.31
2002	OH	Energy-Only Providers	4.45	4.05	2.69	\N	3	3.56
2002	PA	Energy-Only Providers	5.83	5.5	4.33	\N	4.53	5.36
2002	RI	Energy-Only Providers	4.94	4.83	5.6	\N	4.25	5.09
2002	VA	Energy-Only Providers	4.5	4.33	4.46	\N	4.46	4.45
2002	WA	Energy-Only Providers	0	0	10.07	\N	0	10.07
2002	US	Energy-Only Providers	5.43	5.86	4.53	\N	4.3	5.27
2002	CA	Delivery-Only Service	5.8	3.57	2.17	\N	5.73	2.95
2002	CT	Delivery-Only Service	5.22	4.54	3.05	\N	12.97	4.34
2002	DC	Delivery-Only Service	2.63	2.94	0	\N	2.46	2.9
2002	DE	Delivery-Only Service	0	0.88	0.33	\N	0	0.35
2002	IL	Delivery-Only Service	0	2.57	1.62	\N	3.08	2.02
2002	MA	Delivery-Only Service	7.52	4.16	3.23	\N	12.65	4.06
2002	MD	Delivery-Only Service	3.17	1.8	1.35	\N	3.18	1.74
2002	ME	Delivery-Only Service	7.71	4.88	2.09	\N	21.86	5.17
2002	MI	Delivery-Only Service	0	0.73	0.29	\N	0	0.55
2002	MT	Delivery-Only Service	2.97	1.83	0.22	\N	2.74	0.57
2002	NH	Delivery-Only Service	2.77	2.76	2.79	\N	2.77	2.78
2002	NJ	Delivery-Only Service	4.26	3.47	3.22	\N	0	3.37
2002	NY	Delivery-Only Service	7.87	5.2	3.09	\N	6.63	5.26
2002	OH	Delivery-Only Service	6.11	4.28	2.95	\N	1.75	4.17
2002	PA	Delivery-Only Service	6.23	2.91	1.39	\N	12.01	3.67
2002	RI	Delivery-Only Service	4.52	3.62	2.7	\N	12.46	3.95
2002	VA	Delivery-Only Service	4.22	2.42	1.09	\N	1.22	2.86
2002	WA	Delivery-Only Service	0	0	3.54	\N	0	3.54
2002	US	Delivery-Only Service	6.57	3.75	2.08	\N	5.39	3.5
2001	AK	Total Electric Industry	12.12	10.29	7.61	\N	14.37	10.54
2001	AL	Total Electric Industry	7.01	6.53	3.79	\N	7.11	5.6
2001	AR	Total Electric Industry	7.72	6.19	4.43	\N	6.91	6.05
2001	AZ	Total Electric Industry	8.3	7.37	5.24	\N	4.93	7.27
2001	CA	Total Electric Industry	12.09	12.15	9.23	\N	8.48	11.22
2001	CO	Total Electric Industry	7.47	5.67	4.48	\N	8.36	6.02
2001	CT	Total Electric Industry	10.9	9.26	7.62	\N	10	9.62
2001	DC	Total Electric Industry	7.79	7.45	4.81	\N	6.39	7.4
2001	DE	Total Electric Industry	8.61	7	4.81	\N	14.17	6.8
2001	FL	Total Electric Industry	8.59	7.08	5.18	\N	7.6	7.67
2001	GA	Total Electric Industry	7.72	6.61	4.28	\N	8.56	6.39
2001	HI	Total Electric Industry	16.34	14.81	11.68	\N	16.81	14.05
2001	IA	Total Electric Industry	8.41	6.69	4.18	\N	5.67	6.14
2001	ID	Total Electric Industry	6.01	5.13	3.71	\N	4.66	4.92
2001	IL	Total Electric Industry	8.71	7.4	4.65	\N	6.37	6.9
2001	IN	Total Electric Industry	6.92	5.29	4.11	\N	9.06	5.3
2001	KS	Total Electric Industry	7.66	6.2	4.55	\N	8.91	6.24
2001	KY	Total Electric Industry	5.58	5.2	3.04	\N	4.53	4.24
2001	LA	Total Electric Industry	7.92	7.58	5.58	\N	8.43	6.96
2001	MA	Total Electric Industry	12.47	11.64	9.37	\N	15.52	11.55
2001	MD	Total Electric Industry	7.67	6.36	4.37	\N	9.42	6.6
2001	ME	Total Electric Industry	13.13	11.64	7.15	\N	25.4	10.55
2001	MI	Total Electric Industry	8.26	7.54	5.08	\N	10.38	6.97
2001	MN	Total Electric Industry	7.61	6.03	4.34	\N	7.43	5.97
2001	MO	Total Electric Industry	7	5.89	4.39	\N	6.08	6.03
2001	MS	Total Electric Industry	7.37	6.94	4.4	\N	8.95	6.26
2001	MT	Total Electric Industry	6.88	5.91	6.59	\N	7.47	6.48
2001	NC	Total Electric Industry	8.12	6.42	4.61	\N	6.68	6.58
2001	ND	Total Electric Industry	6.47	5.99	3.98	\N	3.79	5.48
2001	NE	Total Electric Industry	6.5	5.48	3.76	\N	6.51	5.39
2001	NH	Total Electric Industry	12.49	10.53	9.11	\N	13.28	10.95
2001	NJ	Total Electric Industry	10.21	9.09	8.33	\N	11.21	9.36
2001	NM	Total Electric Industry	8.74	7.5	5.45	\N	6.37	7.16
2001	NV	Total Electric Industry	9.08	8.45	6.56	\N	6.15	7.86
2001	NY	Total Electric Industry	14.04	12.87	5.56	\N	8.77	11.55
2001	OH	Total Electric Industry	8.37	8.46	4.27	\N	5.86	6.62
2001	OK	Total Electric Industry	7.27	6.35	4.29	\N	5.39	6.1
2001	OR	Total Electric Industry	6.29	5.45	4.21	\N	7.33	5.44
2001	PA	Total Electric Industry	9.68	8.62	5.76	\N	11.46	8.01
2001	RI	Total Electric Industry	12.13	11.54	9.36	\N	22.86	11.45
2001	SC	Total Electric Industry	7.69	6.45	3.86	\N	6.39	5.77
2001	SD	Total Electric Industry	7.42	6.55	4.46	\N	3.71	6.35
2001	TN	Total Electric Industry	6.32	6.31	4.05	\N	8.83	5.59
2001	TX	Total Electric Industry	8.86	7.74	5.27	\N	7.56	7.38
2001	UT	Total Electric Industry	6.72	5.58	3.53	\N	4.53	5.21
2001	VA	Total Electric Industry	7.79	5.85	4.16	\N	5.16	6.18
2001	VT	Total Electric Industry	12.67	11.28	7.89	\N	18.85	10.86
2001	WA	Total Electric Industry	5.7	5.45	4.75	\N	4.69	5.34
2001	WI	Total Electric Industry	7.9	6.34	4.36	\N	7.7	6.08
2001	WV	Total Electric Industry	6.26	5.44	3.74	\N	10.36	5.07
2001	WY	Total Electric Industry	6.77	5.41	3.43	\N	5.07	4.46
2001	US	Total Electric Industry	8.58	7.92	5.05	\N	7.2	7.29
2001	AK	Full-Service Providers	12.12	10.29	7.61	\N	14.37	10.54
2001	AL	Full-Service Providers	7.01	6.53	3.79	\N	7.11	5.6
2001	AR	Full-Service Providers	7.72	6.19	4.43	\N	6.91	6.05
2001	AZ	Full-Service Providers	8.3	7.36	5.24	\N	4.93	7.27
2001	CA	Full-Service Providers	12.08	12.41	9.54	\N	8.47	11.41
2001	CO	Full-Service Providers	7.47	5.67	4.48	\N	8.36	6.02
2001	CT	Full-Service Providers	10.91	9.26	7.62	\N	10	9.62
2001	DC	Full-Service Providers	7.8	7.47	4.8	\N	5.96	7.42
2001	DE	Full-Service Providers	8.61	7.09	4.9	\N	14.17	7
2001	FL	Full-Service Providers	8.59	7.08	5.18	\N	7.6	7.67
2001	GA	Full-Service Providers	7.72	6.61	4.28	\N	8.56	6.39
2001	HI	Full-Service Providers	16.34	14.81	11.68	\N	16.81	14.05
2001	IA	Full-Service Providers	8.41	6.69	4.18	\N	5.67	6.14
2001	ID	Full-Service Providers	6.01	5.13	3.71	\N	4.66	4.92
2001	IL	Full-Service Providers	8.71	7.51	4.57	\N	6.48	7.02
2001	IN	Full-Service Providers	6.92	5.29	4.11	\N	9.06	5.3
2001	KS	Full-Service Providers	7.66	6.2	4.55	\N	8.91	6.24
2001	KY	Full-Service Providers	5.58	5.2	3.04	\N	4.53	4.24
2001	LA	Full-Service Providers	7.92	7.58	5.58	\N	8.43	6.96
2001	MA	Full-Service Providers	12.47	11.77	9.37	\N	15.22	11.6
2001	MD	Full-Service Providers	7.66	6.35	4.31	\N	9.58	6.59
2001	ME	Full-Service Providers	15.24	12.57	7.32	\N	20.21	11.33
2001	MI	Full-Service Providers	8.26	7.54	5.08	\N	10.38	6.98
2001	MN	Full-Service Providers	7.61	6.03	4.34	\N	7.43	5.97
2001	MO	Full-Service Providers	7	5.89	4.39	\N	6.08	6.03
2001	MS	Full-Service Providers	7.37	6.94	4.4	\N	8.95	6.26
2001	MT	Full-Service Providers	6.88	6.09	4.57	\N	7.47	6.12
2001	NC	Full-Service Providers	8.12	6.42	4.61	\N	6.68	6.58
2001	ND	Full-Service Providers	6.47	5.99	3.98	\N	3.79	5.48
2001	NE	Full-Service Providers	6.5	5.48	3.76	\N	6.51	5.39
2001	NH	Full-Service Providers	12.49	10.53	9.11	\N	13.28	10.95
2001	NJ	Full-Service Providers	10.22	9.11	8.46	\N	11.17	9.42
2001	NM	Full-Service Providers	8.74	7.5	5.45	\N	6.37	7.16
2001	NV	Full-Service Providers	9.08	8.45	6.56	\N	6.15	7.86
2001	NY	Full-Service Providers	13.99	12.68	5.03	\N	8.56	11.29
2001	OH	Full-Service Providers	8.32	8.44	4.24	\N	5.92	6.65
2001	OK	Full-Service Providers	7.27	6.35	4.29	\N	5.39	6.1
2001	OR	Full-Service Providers	6.29	5.45	4.21	\N	7.33	5.44
2001	PA	Full-Service Providers	9.39	8.8	5.78	\N	11.35	7.95
2001	RI	Full-Service Providers	12.13	11.81	9.37	\N	-13.91	11.52
2001	SC	Full-Service Providers	7.69	6.45	3.86	\N	6.39	5.77
2001	SD	Full-Service Providers	7.42	6.55	4.46	\N	3.71	6.35
2001	TN	Full-Service Providers	6.32	6.31	4.05	\N	8.83	5.59
2001	TX	Full-Service Providers	8.86	7.74	5.29	\N	7.52	7.39
2001	UT	Full-Service Providers	6.72	5.58	3.53	\N	4.53	5.21
2001	VA	Full-Service Providers	7.79	5.85	4.16	\N	5.16	6.18
2001	VT	Full-Service Providers	12.67	11.17	7.89	\N	18.85	10.82
2001	WA	Full-Service Providers	5.7	5.45	4.43	\N	4.69	5.27
2001	WI	Full-Service Providers	7.9	6.34	4.36	\N	7.7	6.08
2001	WV	Full-Service Providers	6.26	5.44	3.74	\N	10.36	5.07
2001	WY	Full-Service Providers	6.77	5.41	3.43	\N	5.07	4.46
2001	US	Full-Service Providers	8.55	7.84	5.01	\N	7.15	7.25
2001	CA	Unregulated Service Providers	12.72	6.66	5.41	\N	8.7	6.54
2001	CT	Unregulated Service Providers	9.45	9.43	0	\N	0	9.45
2001	DC	Unregulated Service Providers	6.82	7.39	5.41	\N	6.69	7.32
2001	DE	Unregulated Service Providers	5.66	5.12	4.4	\N	0	4.53
2001	IL	Unregulated Service Providers	0	6.31	5.14	\N	5.97	5.67
2001	MA	Unregulated Service Providers	13.54	10.76	9.37	\N	17.8	10.82
2001	MD	Unregulated Service Providers	8.47	6.52	5.29	\N	8.76	6.7
2001	ME	Unregulated Service Providers	12.73	10.52	7.08	\N	27.69	10.17
2001	MI	Unregulated Service Providers	0	7.01	5.39	\N	0	6.04
2001	MT	Unregulated Service Providers	4.7	4.86	9.85	\N	0	8.34
2001	NH	Unregulated Service Providers	0	9.8	0	\N	0	9.8
2001	NJ	Unregulated Service Providers	8.58	8.71	7.09	\N	12.68	8.07
2001	NY	Unregulated Service Providers	15	13.55	11.42	\N	11	13.3
2001	OH	Unregulated Service Providers	9.83	8.9	4.49	\N	4.39	6.14
2001	PA	Unregulated Service Providers	11.98	7.98	5.66	\N	18.27	8.38
2001	RI	Unregulated Service Providers	0	10.49	9.3	\N	20.83	11
2001	TX	Unregulated Service Providers	9.55	8.93	0.93	\N	407.76	6.3
2001	VA	Unregulated Service Providers	7.47	6.14	4.98	\N	5.64	6.75
2001	WA	Unregulated Service Providers	0	0	9.83	\N	0	9.83
2001	US	Unregulated Service Providers	12.08	9.67	6.07	\N	8.47	8.66
2001	CA	Energy-Only Providers	13.21	8.02	7.49	\N	10.78	8.21
2001	CT	Energy-Only Providers	4.97	5.03	0	\N	0	4.97
2001	DC	Energy-Only Providers	4.42	4.42	4.39	\N	4.42	4.42
2001	DE	Energy-Only Providers	3.03	4.06	3.62	\N	0	3.7
2001	IL	Energy-Only Providers	0	4.6	4.18	\N	4.49	4.37
2001	MA	Energy-Only Providers	6.7	6.46	5.89	\N	5.04	6.39
2001	MD	Energy-Only Providers	5.24	4.66	3.7	\N	4.61	4.51
2001	ME	Energy-Only Providers	4.76	5.92	5.02	\N	5.21	5.11
2001	MI	Energy-Only Providers	0	6.23	4.8	\N	0	5.37
2001	MT	Energy-Only Providers	2.3	2.64	9.2	\N	0	7.21
2001	NH	Energy-Only Providers	0	6.76	0	\N	0	6.76
2001	NJ	Energy-Only Providers	4.33	4.6	3.62	\N	8.18	4.21
2001	NY	Energy-Only Providers	7.03	8.28	7.18	\N	4.52	7.79
2001	OH	Energy-Only Providers	3.72	3.81	2.63	\N	3.08	3.03
2001	PA	Energy-Only Providers	4.7	4.68	3.78	\N	5.3	4.43
2001	RI	Energy-Only Providers	0	6.62	6.62	\N	5.42	6.53
2001	TX	Energy-Only Providers	5.86	7.35	0	\N	401.22	4.74
2001	VA	Energy-Only Providers	4.59	4.42	4.52	\N	4.52	4.53
2001	WA	Energy-Only Providers	0	0	6.17	\N	0	6.17
2001	US	Energy-Only Providers	5.34	6.22	4.69	\N	5.23	5.51
2001	CA	Delivery-Only Service	-0.48	-1.35	-2.08	\N	-2.09	-1.67
2001	CT	Delivery-Only Service	4.48	4.4	0	\N	0	4.48
2001	DC	Delivery-Only Service	2.4	2.97	1.01	\N	2.27	2.9
2001	DE	Delivery-Only Service	2.63	1.06	0.78	\N	0	0.83
2001	IL	Delivery-Only Service	0	1.71	0.95	\N	1.48	1.29
2001	MA	Delivery-Only Service	6.84	4.31	3.49	\N	12.77	4.43
2001	MD	Delivery-Only Service	3.23	1.87	1.6	\N	4.15	2.19
2001	ME	Delivery-Only Service	7.97	4.59	2.05	\N	22.48	5.06
2001	MI	Delivery-Only Service	0	0.78	0.59	\N	0	0.67
2001	MT	Delivery-Only Service	2.39	2.22	0.66	\N	0	1.13
2001	NH	Delivery-Only Service	0	3.04	0	\N	0	3.04
2001	NJ	Delivery-Only Service	4.25	4.11	3.47	\N	4.5	3.86
2001	NY	Delivery-Only Service	7.97	5.28	4.24	\N	6.48	5.51
2001	OH	Delivery-Only Service	6.11	5.1	1.86	\N	1.31	3.11
2001	PA	Delivery-Only Service	7.28	3.3	1.88	\N	12.96	3.95
2001	RI	Delivery-Only Service	0	3.87	2.67	\N	15.41	4.47
2001	TX	Delivery-Only Service	3.68	1.59	0.93	\N	6.53	1.56
2001	VA	Delivery-Only Service	2.88	1.72	0.45	\N	1.12	2.22
2001	WA	Delivery-Only Service	0	0	3.66	\N	0	3.66
2001	US	Delivery-Only Service	6.74	3.44	1.38	\N	3.24	3.15
2000	AK	Total Electric Industry	11.45	9.77	7.56	\N	14.17	10.08
2000	AL	Total Electric Industry	7.05	6.58	3.87	\N	7.12	5.61
2000	AR	Total Electric Industry	7.45	5.93	4.2	\N	6.39	5.77
2000	AZ	Total Electric Industry	8.44	7.34	5.27	\N	4.53	7.25
2000	CA	Total Electric Industry	10.89	10.25	7.14	\N	4.87	9.47
2000	CO	Total Electric Industry	7.31	5.55	4.25	\N	7.77	5.88
2000	CT	Total Electric Industry	10.86	9.27	7.32	\N	10.06	9.52
2000	DC	Total Electric Industry	8.03	7.55	4.74	\N	6.67	7.52
2000	DE	Total Electric Industry	8.54	5.89	3.73	\N	14.19	6.08
2000	FL	Total Electric Industry	7.77	6.25	4.84	\N	6.96	6.91
2000	GA	Total Electric Industry	7.6	6.5	4.1	\N	8.51	6.21
